股票简称,股票代码,最新价,涨跌幅,PE(TTM),PE(静),市净率,PEG值,市销率,市现率,所属行业
ST华嵘,600421,11.14,5,228.11,219.1,62.65,0.7606,15.01,-108.84,机械行业
昆药集团,600422,9.6,-0.31,13,15.93,1.57,22.614,0.9,61.91,医药制造
柳化股份,600423,4.47,10.1,146.84,280.75,8.82,158.8668,31.18,-4052.76,化肥行业
青松建化,600425,3.78,-0.26,19.48,20.65,1.12,1.2189,1.61,7.46,水泥建材
中远海特,600428,4.09,-0.97,61.5,69.98,0.92,1.8039,1.32,7.02,港口水运
三元股份,600429,5.05,-0.2,40.89,342.87,1.52,2.5981,0.98,7.97,食品饮料
冠豪高新,600433,5.18,0,36.01,36.88,2.32,7.5509,2.52,22.54,造纸印刷
北方导航,600435,7.96,0.25,149.48,189.68,5.33,2.7412,3.64,10.59,机械行业
片仔癀,600436,402.6,0.21,137.31,145.31,28.82,6.0573,35.73,131.83,医药制造
通威股份,600438,35.68,-0.83,39.07,44.52,5.15,1.0916,3.42,37.56,综合行业
金证股份,600446,14.46,0.21,28.55,38.28,4.11,0.6373,2.25,45.35,软件服务
华纺股份,600448,3.38,-1.17,152.61,119.45,1.49,2.6364,0.61,8.89,纺织服装
宁夏建材,600449,12.21,-0.73,5.94,6.05,0.92,0.2368,1.1,4.92,水泥建材
涪陵电力,600452,14.14,-2.21,19.37,21.69,4.18,17.2416,3.09,6.71,电力行业
博通股份,600455,18.09,-0.71,44.97,39.03,6.28,0.5067,5.34,25.11,文教休闲
宝钛股份,600456,42.9,0.09,49.08,56.52,3.37,0.8251,4.52,-134.79,有色金属
时代新材,600458,8.8,0,17.94,21.63,1.46,0.0212,0.43,3.1,材料行业
贵研铂业,600459,33.61,-0.41,40.74,45.11,4.09,1.1245,0.45,-10.71,贵金属
士兰微,600460,38.88,3.43,213.37,754.66,14.08,0.0719,10.07,251,电子元件
洪城环境,600461,7.81,5.97,10.25,11.15,1.38,0.2839,1.01,4.83,公用事业
ST九有,600462,2.32,0,68.11,66.42,40.88,0.8879,6.44,-13.58,电子元件
空港股份,600463,6.25,-2.8,142.79,206.62,1.51,1.104,1.56,44.65,房地产
百利电气,600468,4.07,-0.25,38.55,41.52,2.48,0.3662,1.98,34.34,输配电气
六国化工,600470,4.46,-2.19,10.29,13.85,1.63,0.0472,0.46,84.9,化肥行业
华光环能,600475,9.99,-1.48,11.29,12.03,0.98,0.291,0.87,7.07,机械行业
湘邮科技,600476,10.12,-0.3,112.41,368.88,10.55,11.0786,4.24,475.91,软件服务
杭萧钢构,600477,3.68,-0.27,13.28,10.95,1.91,0.2746,0.87,-33.61,水泥建材
科力远,600478,4.42,2.55,68.72,131.74,2.85,2.4581,2.68,22.68,材料行业
千金药业,600479,9.83,0.41,13.84,13.85,1.78,14.7859,1.1,8.27,医药制造
福能股份,600483,10.29,-1.91,9.49,12.29,1.16,0.337,1.71,6.11,电力行业
扬农化工,600486,113.26,1.26,29.06,29.01,5.52,7.904,3.38,19.58,农药兽药
中金黄金,600489,9.29,-1.9,23.99,28.97,1.81,0.0111,0.87,11.67,贵金属
鹏欣资源,600490,4.04,-1.94,16.02,19.32,1.35,0.016,0.92,10.47,有色金属
凤竹纺织,600493,5.02,1.01,41.44,46.09,1.77,1.1014,1.26,15.65,纺织服装
精工钢构,600496,4.15,-1.19,12.78,12.89,1.2,0.1894,0.7,-21.87,水泥建材
科达制造,600499,13.93,3.34,59.14,92.47,4.26,0.0379,3.2,20.89,机械行业
航天晨光,600501,9.05,0.22,50.33,85.77,1.77,5.8748,0.99,-7.15,专用设备
安徽建工,600502,3.91,-1.26,6.47,8.25,0.87,0.1392,0.1,-1.54,工程建设
方大特钢,600507,7.56,-1.69,6.73,7.62,1.69,0.2422,0.93,5.34,钢铁行业
上海能源,600508,9.47,-2.37,10.82,10.24,0.65,0.5038,0.86,9.4,煤炭采选
天富能源,600509,6.31,-3.37,72.12,149.71,1.2,2.2286,1.41,4.63,电力行业
黑牡丹,600510,7,-0.28,9.21,9.19,0.8,4.6716,0.72,946.56,工程建设
腾达建设,600512,3.19,1.59,4.93,8.4,0.89,0.1272,0.7,5.87,工程建设
联环药业,600513,9.36,0,24.66,26.17,2.46,0.7989,1.89,26.19,医药制造
国网英大,600517,6.67,-1.04,32.78,32.43,2.18,0.0012,4.48,-40.99,输配电气
贵州茅台,600519,2251.5,1.32,59.47,60.57,16.14,4.2606,28.07,59.07,酿酒行业
文一科技,600520,7.89,-0.75,96.02,150.65,3.37,5.3444,3.42,99.39,机械行业
华海药业,600521,21.73,-0.78,32.78,33.99,4.85,0.5008,4.93,24.99,医药制造
中天科技,600522,10.42,0.1,13.24,14.05,1.37,0.7974,0.69,9.58,综合行业
贵航股份,600523,14.63,3.39,32.38,39.38,2.23,3.249,2.48,26.96,汽车行业
长园集团,600525,5.62,-1.06,34.4,56.09,1.7,0.4014,1.1,23.18,输配电气
江南高纤,600527,2.67,-1.11,19.44,19.87,1.87,0.1095,4.03,11.4,化纤行业
中铁工业,600528,8.36,-0.36,9.39,10.17,0.98,0.7399,0.7,17.55,交运设备
山东药玻,600529,37.41,0.21,38.07,39.43,5.04,1.5559,6.2,50.03,玻璃陶瓷
交大昂立,600530,3.58,-3.24,30.73,30.13,3.28,0.1759,8.17,35.29,医药制造
豫光金铅,600531,5.7,-1.55,14.19,19.89,1.62,0.3881,0.28,-18.49,有色金属
栖霞建设,600533,3.38,-0.59,7.91,10.87,0.8,0.2221,0.8,3.37,房地产
天士力,600535,14.25,0.28,18.68,19.15,1.75,1.2939,1.89,9.97,医药制造
狮头股份,600539,8.95,6.29,173.68,184.67,4.84,2.1812,7.24,60.92,家电行业
山东黄金,600547,20.47,-1.59,66.58,40.57,3.43,0.859,1.61,16.12,贵金属
厦门钨业,600549,21.16,1.68,35.31,48.88,3.79,0.2209,1.38,22.73,有色金属
保变电气,600550,4.08,-0.49,220.02,355.64,12.16,28.6482,1.81,8.23,输配电气
时代出版,600551,7.37,-0.67,13.26,13.88,0.77,0.5595,0.53,7.13,文化传媒
凯盛科技,600552,6.65,0.61,39.66,42.06,1.99,1.2787,0.87,31.51,材料行业
天下秀,600556,10.5,-1.22,58.85,64.24,5.61,4.5583,5.62,-50.99,文化传媒
大西洋,600558,3.16,-0.63,20.34,26.78,1.33,0.69,0.84,19.26,金属制品
金自天正,600560,8.92,-0.78,44.3,52.42,2.43,1.1122,2.76,-83.65,机械行业
国睿科技,600562,14.72,-0.27,34.2,39.19,4.16,0.0041,4.37,72.15,机械行业
法拉电子,600563,126.2,3.78,45.21,51.11,9.28,1.9328,13.36,89.8,电子元件
迪马股份,600565,2.72,-0.73,3.84,3.86,0.64,0.098,0.3,2.57,房地产
山鹰国际,600567,3.61,-0.82,10.26,12.07,1.07,5.4594,0.6,18.43,造纸印刷
ST中珠,600568,1.85,0,1143.7,1145.38,0.98,1363.6498,5.36,19.67,综合行业
安阳钢铁,600569,3.31,-2.93,12.14,41.62,0.93,0.5027,0.26,3.59,钢铁行业
信雅达,600571,7.08,-0.28,25.91,27.62,3.21,0.2592,2.37,61.97,软件服务
康恩贝,600572,4.49,-1.1,37.56,26.42,2.36,0.099,2.06,10.62,医药制造
惠泉啤酒,600573,11.65,2.55,91.65,101.58,2.52,2.1545,4.65,30.95,酿酒行业
祥源文化,600576,5.08,0,170.78,166.04,3.05,79.8786,14.7,18.28,文化传媒
京能电力,600578,3.01,-1.31,20.32,14.4,0.83,8.8708,0.97,3.95,电力行业
八一钢铁,600581,5.48,-1.97,11.99,26.56,1.79,0.0356,0.34,5.33,钢铁行业
天地科技,600582,3.43,-1.44,9.2,10.4,0.78,0.3386,0.64,6.38,机械行业
海油工程,600583,4.47,-0.45,25.09,54.4,0.87,0.0427,1.06,7.58,石油行业
长电科技,600584,34.79,1.02,39.77,47.46,4.48,0.023,2.25,11.28,电子元件
海螺水泥,600585,48.28,-0.27,7.1,7.28,1.53,1.5243,1.36,6.83,水泥建材
金晶科技,600586,6.86,-2.69,14.93,29.62,2.07,0.0271,1.83,11.24,玻璃陶瓷
泰豪科技,600590,7.16,3.92,60.24,-,1.55,0.0922,0.97,-7.76,输配电气
龙溪股份,600592,10.47,0.48,20.55,27.96,2.02,9.0902,3.19,55.17,机械行业
益佰制药,600594,5.97,0.84,19.71,20.67,1.38,0.2482,1.33,8.23,医药制造
新安股份,600596,16.61,5.8,16.12,23.25,2,0.0623,1.01,10.72,农药兽药
光明乳业,600597,15.91,0.32,30.94,32.06,3.11,1.1157,0.72,7.94,食品饮料
北大荒,600598,15.45,1.18,27.79,27.74,3.74,1.5399,8.43,19.85,农牧饲渔
ST熊猫,600599,6,4.35,14.4,21.59,1.53,0.0996,4.46,-5,多元金融
青岛啤酒,600600,102.85,2.44,52.24,63.75,6.47,2.8249,4.62,20.64,酿酒行业
云赛智联,600602,5.66,-1.39,29.56,31.13,1.79,8.8949,1.61,23.74,电子信息
广汇物流,600603,4.62,-0.22,6.88,7.01,0.84,5.8348,1.24,3.6,房地产
汇通能源,600605,8.87,3.74,40.42,36.8,2.34,0.3912,17.69,-1.51,商业百货
绿地控股,600606,5.99,0.84,4.77,4.86,0.79,2.7579,0.14,1.13,房地产
中毅达,600610,10.16,0.1,171.77,238.91,96.53,2.744,9.28,-269.98,化工行业
老凤祥,600612,58.28,-2.18,16.37,19.22,3.54,1.2038,0.56,12.95,珠宝首饰
天宸股份,600620,7.71,-4.7,48.88,50.27,2.28,0.7443,140.39,-64.35,综合行业
华鑫股份,600621,15.98,-2.98,24.59,23.94,2.43,0.0226,9.3,-7.96,券商信托
新世界,600628,8.2,-2.26,49,75.1,1.21,0.0318,4.76,18.41,商业百货
浙数文化,600633,7.41,-0.67,19.92,18.86,1.13,32.0969,2.96,10.07,文化传媒
国新文化,600636,10.9,0.28,34.31,31.32,1.6,1.3955,7.37,25.74,文教休闲
新黄浦,600638,5.8,-2.52,14.39,14.53,0.91,0.1827,3.14,2.16,房地产
浦东金桥,600639,14.27,-0.14,20.22,14.46,1.51,10.2224,6.66,3.75,房地产
号百控股,600640,12.97,4.09,201.39,1000.73,2.3,21.9247,2.12,-59.57,文化传媒
申能股份,600642,6.12,-2.7,10.63,12.56,0.95,2.4533,1.48,6,电力行业
爱建集团,600643,7.21,-1.37,8.41,8.65,0.98,3.2757,2.45,6.77,多元金融
乐山电力,600644,5.8,-1.86,31.53,30.46,1.92,2.0445,1.3,6.31,电力行业
城投控股,600649,4.87,-1.22,13.78,16.01,0.62,0.2683,1.59,8.47,房地产
飞乐音响,600651,3.34,-0.3,14.99,19.41,3.47,0.0836,1.85,87.11,电子元件
豫园股份,600655,13.73,0.51,13.8,14.77,1.59,1.0934,1.2,-23.1,珠宝首饰
电子城,600658,4.12,-1.44,18.41,8.85,0.67,0.4713,1.42,5.92,房地产
强生控股,600662,9.13,-1.19,69.21,164.7,2.98,0.7286,3.59,19.79,交运物流
陆家嘴,600663,14.58,6.42,14.22,14.66,2.78,1.3539,4.43,20.18,房地产
太极实业,600667,8.06,0.62,19.81,20.38,2.25,0.484,0.92,9,电子元件
川投能源,600674,11.75,-0.42,15.77,16.37,1.8,2.0731,48.08,161.87,电力行业
上海凤凰,600679,12.55,-5.21,71.22,96.26,3.05,0.5298,3.44,51.42,文教休闲
京投发展,600683,4.26,0.24,6.01,6.35,0.92,0.0044,0.33,0.3,房地产
中船防务,600685,20.36,-0.54,68.74,7.86,2.04,0.1306,2.57,200.04,船舶制造
金龙汽车,600686,6.69,-0.74,18.44,150.38,1.14,0.7097,0.33,8.42,汽车行业
上海石化,600688,3.74,0.27,13.48,64.45,1.33,0.0301,0.52,7.62,石油行业
海尔智家,600690,29.54,-0.24,25.56,31.28,3.73,2.4307,1.25,10.58,家电行业
阳煤化工,600691,3.29,-1.2,14.89,60.63,1.38,0.9789,0.42,2.32,化肥行业
亚通股份,600692,6.31,-2.02,29.44,37.84,2.51,0.0586,1.91,3.23,房地产
*ST绿庭,600695,3.16,4.98,2076.66,-,3.36,35.5158,65.49,-62,多元金融
均胜电子,600699,17.82,2,31.33,39.57,1.59,0.0654,0.51,8.37,汽车行业
舍得酒业,600702,234,6.4,91.86,135.37,20.25,5.6563,23.64,53.85,酿酒行业
物产中大,600704,7.84,1.16,12.97,14.45,1.54,30.8428,0.09,-11.83,国际贸易
中航资本,600705,3.98,1.02,11.2,10.84,1.05,1.8003,1.92,-6.57,多元金融
光明地产,600708,2.62,-4.73,19.24,54.65,0.53,0.1748,0.3,1.09,房地产
苏美达,600710,6.75,-3.02,13.03,16.15,1.66,0.5283,0.08,3.14,国际贸易
南京医药,600713,5.43,1.12,14.06,15.03,1.31,1.4725,0.13,-6.66,医疗行业
金瑞矿业,600714,7.3,3.84,224.69,587.6,3.37,4.7186,11.34,502.3,化工行业
天津港,600717,4.78,-0.42,14.96,16.79,0.68,0.9635,0.83,6.55,港口水运
东软集团,600718,10.08,-0.2,79.15,95.46,1.51,0.1705,1.59,18.7,软件服务
祁连山,600720,11.87,-2.47,6.26,6.41,1.17,0.4347,1.15,3.94,水泥建材
首商股份,600723,9.24,-1.07,57.65,-,1.53,0.2507,1.78,10.21,商业百货
云维股份,600725,2.86,-3.05,272.87,219.83,10.99,8.4203,2.27,-70.86,国际贸易
鲁北化工,600727,8.22,4.31,14.86,18.82,1.56,0.247,1.36,7.43,化肥行业
重庆百货,600729,26.88,-1.57,8.47,10.57,1.66,1.6444,0.49,5.57,商业百货
中国高科,600730,4.54,-0.22,204.12,143.05,1.39,5.7138,24.92,-14.53,文教休闲
湖南海利,600731,8.19,2.38,13.25,13.08,2.48,0.0561,1.85,12.44,农药兽药
爱旭股份,600732,11.04,-1.16,27.22,27.91,4.13,0.4143,2.07,-34.52,材料行业
辽宁成大,600739,20.7,0.34,9.97,11.43,1.29,0.0722,1.8,45.28,国际贸易
山西焦化,600740,5.07,-3.06,8.97,11.84,1.12,0.0313,1.6,21.96,煤炭采选
一汽富维,600742,9.78,-0.1,7.74,10.6,1.01,0.4842,0.3,2.06,汽车行业
闻泰科技,600745,86.97,1.51,44.53,44.83,3.63,0.5933,2.06,17.34,通讯行业
上实发展,600748,4.9,-5.04,10.95,11.05,0.8,2.3226,1.12,-5.49,房地产
西藏旅游,600749,9.93,-0.4,202.7,475.18,2.21,2.8791,16.03,160.28,旅游酒店
江中药业,600750,12.05,3.61,15.13,16.02,1.88,7.0081,2.93,11.5,医药制造
东方银星,600753,48.8,-1.39,427.96,410.1,38.8,30.0837,3.62,103.99,国际贸易
厦门国贸,600755,7.69,-0.26,5.51,5.73,0.93,0.3831,0.04,-1.18,国际贸易
长江传媒,600757,5.84,-0.17,7.43,8.68,0.87,1.9298,0.99,12.03,文化传媒
中航沈飞,600760,74.9,4.04,85.46,70.86,9.99,1.1935,3.83,20.91,航天航空
安徽合力,600761,11.44,-1.8,10.12,11.57,1.51,0.8437,0.59,9.35,专用设备
通策医疗,600763,370.6,0.08,175.75,241.22,51.34,25.6691,47.1,131.01,医疗行业
中国海防,600764,27.95,0.47,23.59,26.55,2.88,1.4394,3.8,37.38,安防设备
中航重机,600765,20.7,6.1,51.27,56.58,2.88,2.0371,2.72,21.6,航天航空
ST运盛,600767,4.6,0.44,126.21,162.73,6.96,8.0927,30.8,34.25,软件服务
祥龙电业,600769,5.3,-1.85,281,375.82,31.64,2.8254,55.97,82.66,工程建设
综艺股份,600770,5.32,1.33,40.98,41.05,1.87,0.3132,16.88,25.89,综合行业
西藏城投,600773,13.14,3.46,94.78,96.83,2.98,19.8107,5.4,12.08,房地产
南京熊猫,600775,7.69,-0.65,67.01,90.89,2.01,0.5335,1.66,16.8,通讯行业
通宝能源,600780,4,-2.2,13.57,15.29,0.8,1.3476,0.63,4.45,电力行业
鲁信创投,600783,11.76,-1.01,27.98,26.13,2.37,1.0287,69.01,-88.6,综合行业
鲁银投资,600784,5.52,0.18,15.61,18.07,1.84,0.0106,1.14,11.35,综合行业
中储股份,600787,4.95,-2.56,18.72,19.21,0.92,0.0923,0.2,11.27,交运物流
鲁抗医药,600789,7.6,0,24.8,29.36,2.05,0.3091,1.47,22.85,医药制造
轻纺城,600790,3.2,-0.31,11.69,11.8,0.81,0.6367,5.74,-46.86,商业百货
保税科技,600794,3.32,-0.9,17.49,18.92,1.82,0.3968,1.57,43.95,交运物流
国电电力,600795,2.49,0,9.69,18.58,0.95,0.0909,0.4,1.44,电力行业
浙大网新,600797,6.29,-1.1,117.25,106.14,1.63,12.0115,1.61,10.08,电子信息
宁波海运,600798,5.22,0.19,25.73,37.89,1.71,73.7184,2.62,12.53,港口水运
渤海化学,600800,4.78,-0.42,15.28,30.47,2,0.0455,1.56,9.71,化工行业
新奥股份,600803,16.99,-0.82,20.1,22.95,4.16,0.0226,0.5,4.26,化工行业
鹏博士,600804,5.24,-0.38,162.39,74.39,8.12,64.5795,1.48,-30.65,电信运营
马钢股份,600808,3.63,-1.89,8.97,14.1,0.94,0.0729,0.31,3.45,钢铁行业
山西汾酒,600809,479.2,1.57,103.54,135.63,34.91,1.536,24.31,197.89,酿酒行业
神马股份,600810,10.9,-2.59,15.11,27.04,1.74,0.0764,1.07,13.64,化纤行业
杭州解百,600814,7.45,-1.97,13.18,19.96,1.83,1.0603,2.51,6.15,商业百货
厦工股份,600815,2.7,0.37,129.89,127.39,3.46,19.3059,2.23,-19.76,机械行业
中路股份,600818,10.68,-2.2,49.9,35.71,5.31,0.0347,4.45,-543.77,文教休闲
隧道股份,600820,5.26,-1.68,7.08,7.29,0.71,1.0111,0.29,10.78,工程建设
津劝业,600821,5.44,-1.63,50.59,117.89,2.06,0.1515,4.61,8.82,电力行业
上海物贸,600822,9.62,-4.85,37.41,41.66,5.99,0.202,0.58,31.07,国际贸易
益民集团,600824,3.95,-1,19.49,23.73,1.56,0.0211,3.81,18.22,商业百货
广电网络,600831,6.14,0.99,40.84,71.51,1.17,0.5925,1.57,18.16,文化传媒
第一医药,600833,9.36,-0.64,34.83,30.46,2.82,1.2672,1.48,14.64,医药制造
申通地铁,600834,11.51,-3.36,81.57,74.43,3.55,10.3395,18.13,-22.91,交运物流
上海机电,600835,17.33,-0.74,13.9,15.69,1.46,2.8776,0.71,12.42,机械行业
海通证券,600837,11.65,0.52,12.46,13.99,0.97,0.8589,3.59,4.19,券商信托
四川长虹,600839,2.78,0.36,30.72,282.88,0.98,2.9346,0.13,16.44,家电行业
上柴股份,600841,9.06,-1.09,31.72,38.62,1.94,0.3456,1.11,100.78,机械行业
宝信软件,600845,62.73,-1.52,50.97,55.75,9.37,1.0144,7.19,41.06,软件服务
上海临港,600848,22.01,-7.44,28.92,32.71,3.11,5.5406,11.65,-68.94,房地产
海欣股份,600851,8.84,-3.07,82.11,89.37,2.69,5.9608,10.65,49.82,医药制造
龙建股份,600853,2.55,-0.78,11.07,11.42,1.35,22.409,0.2,2.69,工程建设
春兰股份,600854,3.58,-0.28,37.14,46.68,0.89,0.7403,5.33,16.37,家电行业
航天长峰,600855,13.29,-0.08,42.45,40.7,3.44,0.1528,2.08,31.52,安防设备
京城股份,600860,5.93,10.02,16.18,18.39,4.14,0.0476,2.52,-49.43,机械行业
百大集团,600865,8.65,-3.14,8.32,10.75,1.45,0.1487,12.65,19.84,商业百货
通化东宝,600867,12.63,1.04,25.97,27.63,4.44,1.6772,8.57,21.3,医药制造
*ST厦华,600870,3.07,0.66,3642.37,1409.51,158.25,66.572,230.04,2672.79,电子信息
中炬高新,600872,48.91,-0.97,45.38,43.78,8.13,1.7883,7.45,46.49,食品饮料
创业环保,600874,6.28,-0.63,14.79,15.72,1.33,1.1627,2.54,15.48,公用事业
东方电气,600875,10.69,-3.08,15.89,17.91,1.06,0.2957,0.83,-5.83,输配电气
洛阳玻璃,600876,16.79,-0.47,19.81,28.13,5.21,0.0107,2.68,21.47,玻璃陶瓷
电能股份,600877,15.29,0.07,165.28,156.13,30.66,244.2949,30.06,267.45,电子元件
航天电子,600879,7.27,1.68,34.65,41.32,1.54,7.4143,1.34,58.24,航天航空
博瑞传播,600880,3.98,-0.99,47.73,50.8,1.48,1.1689,7.62,37.53,文化传媒
亚泰集团,600881,2.9,0.35,63.27,68.68,0.66,0.3657,0.46,2.64,水泥建材
妙可蓝多,600882,69.34,6.94,354.92,485.97,18.69,1.7348,8.46,115.56,食品饮料
博闻科技,600883,8.9,1.37,66.65,89.04,2.99,0.1646,101.65,-141.48,水泥建材
宏发股份,600885,55.6,2.68,44.98,49.76,7.52,2.2146,4.73,72.37,电子元件
国投电力,600886,9.62,-0.52,12.75,12.15,1.56,0.8144,1.64,3.16,电力行业
伊利股份,600887,39.58,0.2,27.46,34.01,7.21,13.6507,2.32,17.67,食品饮料
新疆众和,600888,5.71,-1.21,17.54,21.57,1.56,0.0839,1.15,23.12,有色金属
南京化纤,600889,6.41,-1.84,14.27,212.89,1.55,1.5455,5.32,-62.16,化纤行业
大晟文化,600892,3.93,-1.26,3377.3,94.17,8.11,741.2885,7.58,20.68,文化传媒
航发动力,600893,51.13,1.65,124.56,118.93,3.77,22.1592,4.71,57.04,航天航空
广日股份,600894,7.42,0.14,9.08,8.96,0.78,0.1128,0.89,16.63,专用设备
张江高科,600895,19.62,-6.08,14.7,16.68,2.67,0.0424,15.85,52.36,房地产
*ST海医,600896,4.12,-0.96,57.61,68.9,1.9,1.0727,45.38,-166.46,医疗行业
长江电力,600900,19.87,-0.15,16.81,17.18,2.58,0.6942,7.75,11.66,电力行业
江苏租赁,600901,5.53,0.18,8.44,8.8,1.22,0.4334,4.26,13.1,多元金融
贵州燃气,600903,9.28,-1.49,53.13,51.18,3.85,6.0601,2.26,33.05,公用事业
无锡银行,600908,6.04,0,8.44,8.57,0.91,1.6759,2.86,1.52,银行
中泰证券,600918,10.36,1.57,29.58,28.59,2.13,2.644,6.95,-37.79,券商信托
江苏银行,600919,7.92,0.76,7.29,7.76,0.84,2.3262,2.16,8.8,银行
杭州银行,600926,16.36,1.61,12.95,13.59,1.47,1.5414,3.77,1.89,银行
西安银行,600928,4.95,-0.2,8.16,7.98,0.84,2.5808,3.02,0.71,银行
新天绿能,600956,13.25,-3.36,28.22,33.77,4.06,3.5913,3.8,11.37,公用事业
东方证券,600958,9.94,0.4,22.52,25.53,1.23,2.6199,2.84,1.63,券商信托
株冶集团,600961,6.19,-3.13,18.71,20.55,-2.48,0.2687,0.21,11.37,有色金属
岳阳林纸,600963,9.49,2.71,34.67,41.35,1.96,1.2089,2.19,22.75,造纸印刷
博汇纸业,600966,15.19,-0.98,13.92,24.35,2.94,0.0167,1.32,4.07,造纸印刷
内蒙一机,600967,10.29,0.59,25.56,26.71,1.77,1.6423,1.32,3.46,机械行业
海油发展,600968,2.59,-1.52,16.32,17.3,1.33,0.6524,0.78,7.4,石油行业
宝胜股份,600973,4.18,0.24,21.19,26.23,1.23,0.4551,0.16,-10.02,输配电气
新五丰,600975,6.39,-0.47,18.47,14.75,2.86,0.0645,1.52,-66.84,农牧饲渔
健民集团,600976,43.96,-0.34,33.83,45.63,5,0.5351,2.36,38.52,医药制造
北矿科技,600980,14.97,-1.25,49.96,54.37,3.81,9.1377,4.54,185.8,机械行业
宁波能源,600982,3.27,-2.1,13.45,14.47,1.02,0.0766,0.77,12.57,电力行业
建设机械,600984,11.86,0.17,16.86,20.73,1.95,1.607,2.59,50.19,机械行业
浙文互联,600986,4.32,-0.69,45.62,60.62,1.55,11.7975,0.58,-8.14,文化传媒
赤峰黄金,600988,16.8,-3.67,29.61,35.65,7.7,0.0624,6.82,40.88,贵金属
宝丰能源,600989,13.82,-2.12,18.33,21.92,3.69,0.7568,5.86,18.2,化工行业
四创电子,600990,41.53,2.8,35.87,38.83,2.62,0.4277,1.66,-15.71,电子元件
贵绳股份,600992,6.45,0.16,39.42,52.37,1.09,11.6743,0.72,107.16,金属制品
马应龙,600993,22.91,-1.42,23.13,23.57,3.34,1.3323,2.98,62.42,医药制造
九州通,600998,16.9,0.48,9.72,10.3,1.57,0.1153,0.27,8.86,医药制造
招商证券,600999,19.95,0.71,16.83,18.28,1.87,0.5688,6.84,-3.66,券商信托
唐山港,601000,2.44,-1.21,7.61,7.85,0.76,2.1214,1.91,5.73,港口水运
晋亿实业,601002,4.86,-0.82,8.59,9.28,1.16,0.0078,1.67,14.03,机械行业
连云港,601008,3.68,-1.87,88.78,108.66,1.15,0.0543,2.32,-7.25,港口水运
南京银行,601009,10.36,2.68,7.71,7.91,1.03,1.432,2.99,2.9,银行
隆基股份,601012,95.63,-1.11,40.23,43.23,8.81,0.6186,5.98,37.21,材料行业
陕西黑猫,601015,9.83,-9.73,18.55,57.6,2.55,0.0031,1.33,-9.36,煤炭采选
节能风电,601016,3.87,-0.77,24.87,31.4,1.92,4.8412,6.62,12.1,输配电气
宁波港,601018,4.15,-1.89,16.61,19.12,1.25,61.6826,2.97,42.82,港口水运
玉龙股份,601028,17.61,1.03,68.61,117.62,6.01,0.1583,1.06,-42.99,国际贸易
一拖股份,601038,12.37,0.9,29.58,49.61,2.56,0.1392,1.59,9.15,机械行业
赛轮轮胎,601058,10.07,-1.08,19.05,20.69,3.04,0.7305,1.89,8.91,塑胶制品
中信建投,601066,32.84,0.21,27.45,26.79,4.29,0.3635,10.72,11.55,券商信托
西部黄金,601069,12.79,-0.16,74.75,104.98,4.64,0.3428,1.34,19.78,贵金属
中南传媒,601098,9.72,-0.21,11.66,12.15,1.22,0.8775,1.58,85.41,文化传媒
恒立液压,601100,77.08,0.1,37.41,44.64,12.44,0.4158,10.77,47.38,机械行业
昊华能源,601101,4.78,-1.24,29.48,119.76,0.73,1.53,1.19,2.93,煤炭采选
中国一重,601106,2.76,-0.36,141.17,145.07,1.69,107.5142,0.93,65.84,机械行业
财通证券,601108,11.12,0.91,15.68,17.42,1.74,0.7325,5.73,-12.89,券商信托
中国化学,601117,6.4,1.75,8,8.63,0.88,0.3799,0.26,2.61,工程建设
海南橡胶,601118,5.55,1.65,123.84,333.96,2.44,1.7049,1.48,30.52,塑胶制品
四方股份,601126,6.59,-0.9,10.76,15.58,1.26,0.1179,1.24,5.07,输配电气
常熟银行,601128,6.84,0.15,10.26,10.4,1.01,10.1889,2.81,1.28,银行
深圳燃气,601139,7.02,-0.85,14.52,15.28,1.66,0.543,1.22,6.41,公用事业
新城控股,601155,46.76,-2.56,6.81,6.93,2.07,0.2965,0.68,95.64,房地产
重庆水务,601158,5.54,0.18,12.78,14.99,1.66,1.9094,3.98,11.66,公用事业
天风证券,601162,4.93,0.61,92.21,93.92,2.44,3.4612,10.18,-13.28,券商信托
三角轮胎,601163,15.17,-0.78,11.1,11.45,1.1,0.4365,1.35,10.87,塑胶制品
